0,0,2
0.104935,0,0.262714
0.219199,0,0.290974
0.321289,0,0.305971
0.431258,0,0.265053
0.545538,0,0.361198
0.65041,0,0.358629
0.759418,0,0.395557
0.874479,0,0.384905
0.991871,0,0.390524
1.09616,0,0.413604
1.2069,0,0.284353
1.31149,0,0.333104
1.42454,0,0.343924
1.52819,0,0.403578
1.6518,0,0.620138
1.77068,0,0.551293
1.88725,0,0.53191
1.99303,0,0.483117
2.09393,0,0.508266
2.19688,0,0.381521
2.31325,0,0.497989
2.42255,0,0.374169
2.5405,0,0.501498
2.64741,0,0.585883
2.77236,0,0.635908
2.90068,0,0.646247
3.0162,0,0.541414
3.1188,0,0.471086
3.23871,0,0.590436
3.34121,0,0.460893
3.47055,0,0.600086
3.59073,0,0.621391
3.70925,0,0.57711
3.82731,0,0.650195
3.93933,0,0.519879
4.04894,0,0.622143
4.17497,0,0.643448
4.30186,0,0.616796
4.4183,0,0.551983
4.52769,0,0.556557
4.64151,0,0.572264
4.7634,0,0.64654
4.89123,0,0.637161
5.02098,0,0.650195
5.15047,0,0.646832
5.27568,0,0.646206
5.40095,0,0.624336
5.52767,0,0.644869
5.65671,0,0.644869
5.78559,0,0.644869
5.91442,0,0.644869
6.04356,0,0.644869
6.17247,0,0.644869
6.30109,0,0.64324
6.42982,0,0.64324
6.55865,0,0.64324
6.68751,0,0.647542
6.81701,0,0.647542
6.94634,0,0.647542
7.07588,0,0.647542
7.20537,0,0.647542
7.33492,0,0.647542
7.46452,0,0.647542
7.59397,0,0.647542
7.72345,0,0.647542
7.85296,0,0.648211
7.98288,0,0.648211
8.11225,0,0.648211
8.2421,0,0.648211
8.37164,0,0.648211
8.50111,0,0.643302
8.62964,0,0.643302
8.75844,0,0.643302
8.88711,0,0.643302
9.01551,0,0.647521
9.14516,0,0.648211
9.27485,0,0.648211
9.40448,0,0.648211
9.5339,0,0.644117
9.66271,0,0.644117
9.79194,0,0.644117
9.91967,0,0.632483
10.0475,0,0.644514
10.1765,0,0.645287
10.3056,0,0.645287
10.4346,0,0.646018
10.564,0,0.646018
10.6932,0,0.646018
10.8228,0,0.646749
10.9517,0,0.646749
11.081,0,0.646749
11.2106,0,0.647626
11.3403,0,0.647626
11.4696,0,0.647626
11.5991,0,0.647626
11.7287,0,0.647626
11.8582,0,0.647626
11.9879,0,0.647626
12.1173,0,0.647626
12.2464,0,0.645516
12.3756,0,0.645516
12.5045,0,0.645516
12.6242,0,0.618801
12.7533,0,0.639584
12.8805,0,0.632838
13.0075,0,0.63643
13.1349,0,0.63643
13.2629,0,0.645182
13.392,0,0.646122
13.5213,0,0.646811
13.6504,0,0.644221
13.7781,0,0.636952
13.9047,0,0.63242
14.0305,0,0.626676
14.1556,0,0.625882
14.2811,0,0.626634
14.4067,0,0.626634
14.5333,0,0.620807
14.6624,0,0.646707
14.7918,0,0.646707
14.9212,0,0.646707
15.0505,0,0.648211
15.1799,0,0.64654
15.3092,0,0.64654
15.4386,0,0.64654
15.568,0,0.64654
15.6974,0,0.64654
15.8266,0,0.64654
15.9556,0,0.645788
16.0851,0,0.645788
16.2139,0,0.645788
16.3437,0,0.645788
16.4723,0,0.645788
16.6005,0,0.640858
16.7283,0,0.638185
16.8556,0,0.640086
16.984,0,0.640086
17.1122,0,0.640086
17.2384,0,0.63265
17.3644,0,0.633882
17.4935,0,0.645266
17.6223,0,0.645266
17.7514,0,0.645266
17.8792,0,0.631814
17.9983,0,0.544944
18.1264,0,0.649548
18.2544,0,0.639354
18.3824,0,0.640065
18.5103,0,0.640065
18.6382,0,0.640065
18.7629,0,0.648211
18.892,0,0.648211
19.0219,0,0.648211
19.1517,0,0.647542
19.2809,0,0.647542
19.4104,0,0.647542
19.5397,0,0.646874
19.6692,0,0.644869
19.798,0,0.644869
19.9268,0,0.644869
20.056,0,0.644869
20.1845,0,0.6442
20.3135,0,0.6442
20.4424,0,0.6442
20.5717,0,0.6442
20.7003,0,0.6442
20.829,0,0.6442
20.9579,0,0.6442
21.0843,0,0.632545
21.2109,0,0.632545
21.3373,0,0.632545
21.4639,0,0.634028
21.5912,0,0.634738
21.7163,0,0.633778
21.8433,0,0.640754
21.9597,0,0.621183
22.0877,0,0.644472
22.217,0,0.645245
22.3458,0,0.645245
22.4747,0,0.645245
22.6037,0,0.645245
22.7328,0,0.645245
22.8616,0,0.647354
22.9915,0,0.647354
23.1211,0,0.647354
23.2507,0,0.647354
23.3801,0,0.647354
23.5094,0,0.647354
23.6387,0,0.643532
23.7683,0,0.647208
23.8976,0,0.64796
24.0273,0,0.64796
24.1568,0,0.64796
24.2867,0,0.64796
24.4119,0,0.623104
24.5413,0,0.646874
24.6708,0,0.646874
24.8001,0,0.647709
24.9296,0,0.647709
25.0593,0,0.647709
25.1815,0,0.650195
25.3118,0,0.650195
25.4418,0,0.650195
25.5716,0,0.650195
25.7017,0,0.650195
25.8298,0,0.646206
25.9533,0,0.650195
26.0818,0,0.649213
26.2101,0,0.650195
26.3403,0,0.650195
26.4682,0,0.614791
26.5932,0,0.650195
26.7235,0,0.650195
26.8504,0,0.645036
26.9791,0,0.629161
27.104,0,0.620848
27.2101,0,0.527565
27.3231,0,0.626906
27.4292,0,0.318024
