x,y,yaw,curvature,target_speed,lookahead
-0.057541,1.729797,-2.916849,0.079229,1.200000,0.960000
-0.203953,1.697241,-2.901411,0.285207,1.200000,0.960000
-0.348762,1.658474,-2.838713,0.550902,1.200000,0.960000
-0.489892,1.607886,-2.767101,0.404049,1.200000,0.960000
-0.627768,1.548814,-2.737123,0.004202,1.200000,0.960000
-0.765667,1.489835,-2.750773,0.177788,1.200000,0.960000
-0.905106,1.434547,-2.751454,0.168836,1.200000,0.960000
-1.042980,1.375799,-2.676252,0.836421,1.192802,0.954242
-1.172065,1.300502,-2.502964,1.482165,0.971887,0.777510
-1.281052,1.199050,-2.248653,1.923770,0.853076,0.682460
-1.356656,1.071231,-1.958918,1.955202,0.846191,0.676952
-1.392385,0.926750,-1.704108,1.456866,0.980289,0.784231
-1.396075,0.777296,-1.514102,1.086566,1.135105,0.908084
-1.375492,0.629096,-1.329574,1.380857,1.006908,0.805526
-1.325063,0.488643,-1.085665,1.878688,0.863250,0.690600
-1.237791,0.367879,-0.799180,1.946324,0.848118,0.678495
-1.119242,0.277069,-0.537838,1.543575,0.952358,0.761886
-0.982654,0.215691,-0.350775,0.953619,1.200000,0.960000
-0.838527,0.174353,-0.244569,0.463217,1.200000,0.960000
-0.691830,0.143111,-0.195473,0.191490,1.200000,0.960000
-0.544285,0.116093,-0.171735,0.125029,1.200000,0.960000
-0.396259,0.091846,-0.152010,0.137973,1.200000,0.960000
-0.247763,0.070668,-0.138581,0.041072,1.200000,0.960000
-0.099138,0.050405,-0.141566,0.080863,1.200000,0.960000
0.049230,0.028341,-0.147251,0.005059,1.200000,0.960000
0.197615,0.006390,-0.127008,0.264845,1.200000,0.960000
0.346748,-0.009650,-0.072059,0.467746,1.200000,0.960000
0.496627,-0.015194,-0.004129,0.437877,1.200000,0.960000
0.646551,-0.010888,0.057241,0.380338,1.200000,0.960000
0.795990,0.001960,0.113965,0.375942,1.200000,0.960000
0.944467,0.023212,0.151573,0.125474,1.200000,0.960000
1.092527,0.047255,0.135173,0.344114,1.200000,0.960000
1.241626,0.063626,0.065141,0.589440,1.200000,0.960000
1.391588,0.066764,-0.004963,0.345073,1.200000,0.960000
1.541516,0.062137,-0.036403,0.074093,1.200000,0.960000
1.691383,0.055845,-0.035305,0.088730,1.200000,0.960000
1.841320,0.051548,-0.018805,0.131264,1.200000,0.960000
1.991314,0.050204,-0.006937,0.026982,1.200000,0.960000
2.141311,0.049467,-0.011245,0.084419,1.200000,0.960000
2.291283,0.046831,-0.028513,0.145823,1.200000,0.960000
2.441163,0.040916,-0.041529,0.027727,1.200000,0.960000
2.591014,0.034377,-0.024548,0.254207,1.200000,0.960000
2.740959,0.033555,0.021805,0.363880,1.200000,0.960000
2.890743,0.040913,0.061572,0.166424,1.200000,0.960000
3.040330,0.052011,0.094818,0.276958,1.200000,0.960000
3.189283,0.069306,0.159394,0.583946,1.200000,0.960000
3.336171,0.099569,0.231528,0.377924,1.200000,0.960000
3.481082,0.138099,0.292336,0.432944,1.200000,0.960000
3.623188,0.185949,0.279765,0.601104,1.200000,0.960000
3.768873,0.220781,0.156270,1.045831,1.157000,0.925600
3.918220,0.232433,0.019643,0.776302,1.200000,0.960000
4.068012,0.226658,-0.056644,0.241442,1.200000,0.960000
4.217593,0.215457,-0.063517,0.149659,1.200000,0.960000
4.367386,0.207617,-0.055788,0.046605,1.200000,0.960000
4.517119,0.198730,-0.062918,0.048468,1.200000,0.960000
4.666777,0.188755,-0.044321,0.296616,1.200000,0.960000
4.816633,0.185447,0.026283,0.645344,1.037126,0.829701
4.966023,0.196622,0.152953,1.046197,0.772172,0.617737
5.111541,0.230909,1.043919,11.880730,0.343275,0.450000
5.045966,0.334046,2.414422,3.650292,0.619299,0.495439
4.914496,0.406247,2.623078,0.217540,0.765031,0.612025
4.785543,0.482642,1.992869,13.251923,0.325031,0.450000
4.868477,0.508726,-0.042453,4.538167,0.555423,0.450000
5.014089,0.472933,-0.258657,0.235068,1.200000,0.960000
5.158396,0.432018,-0.281624,0.071229,1.200000,0.960000
5.302261,0.389561,-0.289157,0.029213,1.200000,0.960000
5.445940,0.346475,-0.292595,0.016623,1.200000,0.960000
5.589510,0.303030,-0.294476,0.008455,1.200000,0.960000
5.733026,0.259403,-0.295210,0.001337,1.200000,0.960000
5.876533,0.215748,-0.294808,0.006702,1.200000,0.960000
6.020083,0.172236,-0.292895,0.018798,1.200000,0.960000
6.163756,0.129130,-0.289087,0.031978,1.200000,0.960000
6.307633,0.086714,-0.283660,0.040383,1.200000,0.960000
6.451764,0.045170,-0.276124,0.060098,1.200000,0.960000
6.596263,0.004927,-0.260517,0.148013,1.200000,0.960000
6.741602,-0.032094,-0.219811,0.395025,1.200000,0.960000
6.888769,-0.060425,-0.124966,0.871944,1.200000,0.960000
7.037989,-0.069326,0.047350,1.432276,0.988668,0.790935
7.185243,-0.046376,0.274460,1.602871,0.934576,0.747661
7.322991,0.010920,0.494672,1.341745,1.021478,0.817182
7.446833,0.094726,0.674728,1.064871,1.146610,0.917288
7.555928,0.197266,0.823918,0.927047,1.200000,0.960000
7.649818,0.313984,0.959995,0.888714,1.200000,0.960000
7.727383,0.442161,1.082870,0.750447,1.200000,0.960000
7.790087,0.578280,1.179002,0.532030,1.200000,0.960000
7.841758,0.718996,1.269819,0.390563,1.200000,0.960000
